"날짜","현재가","오픈","고가","저가","거래량","변동 %"
"2018년 05월 09일","314.42","315.93","316.08","312.60","123.61M","-0.46%"
"2018년 05월 08일","315.87","317.79","319.53","314.95","141.25M","-0.28%"
"2018년 05월 04일","316.75","320.56","321.00","316.75","173.91M","-1.19%"
"2018년 05월 03일","320.55","322.83","322.95","320.55","117.28M","-0.61%"
"2018년 05월 02일","322.53","323.56","323.97","321.99","158.30M","-0.32%"
"2018년 04월 30일","323.56","321.93","323.58","321.66","139.57M","0.86%"
"2018년 04월 27일","320.80","321.39","322.93","319.43","92.19M","0.86%"
"2018년 04월 26일","318.08","315.55","319.06","314.95","91.04M","1.30%"
"2018년 04월 25일","313.99","313.09","314.43","312.10","82.18M","-0.59%"
"2018년 04월 24일","315.86","318.24","318.30","314.43","94.69M","-0.64%"
"2018년 04월 23일","317.89","317.32","318.28","316.50","108.89M","0.00%"
"2018년 04월 20일","317.89","318.60","319.39","317.29","104.39M","-0.70%"
"2018년 04월 19일","320.12","319.26","320.68","318.47","116.87M","0.46%"
"2018년 04월 18일","318.64","316.58","319.28","316.55","93.16M","1.27%"
"2018년 04월 17일","314.64","315.44","316.48","313.95","73.08M","-0.17%"
"2018년 04월 16일","315.17","316.45","316.53","314.14","69.23M","0.10%"
"2018년 04월 13일","314.86","314.42","315.71","313.77","92.86M","0.52%"
"2018년 04월 12일","313.22","313.92","314.69","312.99","95.16M","0.09%"
"2018년 04월 11일","312.94","314.83","315.45","312.44","108.37M","-0.32%"
"2018년 04월 10일","313.94","312.53","314.77","309.58","91.83M","0.16%"
"2018년 04월 09일","313.45","310.88","313.88","310.86","101.64M","0.59%"
"2018년 04월 06일","311.61","310.39","312.32","309.73","107.25M","-0.46%"
"2018년 04월 05일","313.04","311.12","314.53","310.30","103.60M","1.46%"
"2018년 04월 04일","308.54","314.21","314.21","308.33","139.80M","-1.54%"
"2018년 04월 03일","313.38","311.03","313.38","309.91","132.27M","-0.20%"
"2018년 04월 02일","314.00","315.56","317.07","313.62","85.96M","-0.19%"
"2018년 03월 30일","314.61","316.19","316.92","314.59","111.26M","0.25%"
"2018년 03월 29일","313.82","312.03","314.45","310.80","85.49M","0.64%"
"2018년 03월 28일","311.81","312.54","313.06","310.35","95.21M","-1.43%"
"2018년 03월 27일","316.34","317.22","317.39","315.24","86.17M","0.46%"
"2018년 03월 26일","314.89","311.93","314.89","309.85","82.45M","0.79%"
"2018년 03월 23일","312.42","316.60","317.13","311.78","102.46M","-3.37%"
"2018년 03월 22일","323.32","322.97","324.72","321.80","91.62M","0.53%"
"2018년 03월 21일","321.60","322.19","322.85","321.46","72.02M","-0.06%"
"2018년 03월 20일","321.79","317.79","321.80","317.66","65.02M","0.45%"
"2018년 03월 19일","320.35","322.57","322.80","319.72","73.05M","-0.78%"
"2018년 03월 16일","322.88","322.94","323.42","320.30","75.86M","0.04%"
"2018년 03월 15일","322.74","322.06","323.44","319.76","70.22M","0.23%"
"2018년 03월 14일","321.99","320.72","322.27","320.39","76.08M","-0.31%"
"2018년 03월 13일","322.98","320.98","322.98","320.37","96.76M","0.71%"
"2018년 03월 12일","320.70","321.32","321.86","319.69","93.55M","0.95%"
"2018년 03월 09일","317.67","316.06","320.47","314.87","108.41M","0.92%"
"2018년 03월 08일","314.78","313.62","314.78","311.04","92.59M","1.17%"
"2018년 03월 07일","311.14","311.57","314.11","309.11","97.31M","0.22%"
"2018년 03월 06일","310.46","308.15","310.65","306.95","87.81M","1.93%"
"2018년 03월 05일","304.58","308.39","308.79","304.46","66.49M","-1.22%"
"2018년 03월 02일","308.35","310.11","310.42","306.88","83.59M","-1.44%"
"2018년 02월 28일","312.86","315.89","317.42","312.75","94.90M","-1.25%"
"2018년 02월 27일","316.83","319.52","320.71","316.83","69.20M","-0.16%"
"2018년 02월 26일","317.34","318.49","318.60","316.12","86.35M","0.17%"
"2018년 02월 23일","316.81","313.89","316.81","313.89","74.33M","1.49%"
"2018년 02월 22일","312.17","312.72","313.49","311.13","65.20M","-0.73%"
"2018년 02월 21일","314.47","313.14","314.95","310.99","61.42M","0.52%"
"2018년 02월 20일","312.83","315.19","315.73","312.20","56.03M","-1.19%"
"2018년 02월 19일","316.61","318.42","318.80","314.51","70.08M","0.70%"
"2018년 02월 14일","314.40","313.33","315.53","312.81","69.23M","1.14%"
"2018년 02월 13일","310.87","310.45","314.15","309.23","86.76M","0.89%"
"2018년 02월 12일","308.13","306.91","309.65","305.17","84.61M","1.08%"
"2018년 02월 09일","304.83","303.54","306.34","303.47","103.31M","-2.18%"
"2018년 02월 08일","311.62","310.84","314.24","309.95","111.64M","0.37%"
"2018년 02월 07일","310.48","322.06","322.10","310.47","106.92M","-2.37%"
"2018년 02월 06일","318.01","316.62","319.15","312.62","126.68M","-1.63%"
"2018년 02월 05일","323.29","322.05","324.64","320.60","101.94M","-1.14%"
"2018년 02월 02일","327.01","332.69","332.69","326.30","100.57M","-1.90%"
"2018년 02월 01일","333.36","335.06","335.66","332.93","92.49M","-0.01%"
"2018년 01월 31일","333.38","332.38","338.48","331.65","113.80M","-0.01%"
"2018년 01월 30일","333.40","336.62","337.88","333.40","109.65M","-1.38%"
"2018년 01월 29일","338.05","337.28","339.27","337.05","121.23M","0.80%"
"2018년 01월 26일","335.38","333.75","335.38","332.51","112.87M","0.39%"
"2018년 01월 25일","334.08","330.67","334.50","330.60","124.68M","0.96%"
"2018년 01월 24일","330.91","330.37","332.44","329.86","89.71M","-0.01%"
"2018년 01월 23일","330.93","327.42","330.93","327.17","102.54M","1.43%"
"2018년 01월 22일","326.27","328.78","328.84","324.56","80.82M","-0.99%"
"2018년 01월 19일","329.52","329.81","330.55","328.51","94.69M","0.12%"
"2018년 01월 18일","329.13","331.03","331.88","328.77","94.90M","-0.02%"
"2018년 01월 17일","329.19","329.31","330.21","328.03","95.20M","-0.25%"
"2018년 01월 16일","330.02","327.44","330.50","326.65","107.82M","0.80%"
"2018년 01월 15일","327.39","328.57","328.94","326.21","98.45M","0.21%"
"2018년 01월 12일","326.72","327.34","327.50","324.22","143.38M","0.32%"
"2018년 01월 11일","325.67","326.92","327.98","325.07","120.94M","-0.59%"
"2018년 01월 10일","327.61","330.87","330.97","327.07","140.73M","-0.80%"
"2018년 01월 09일","330.25","330.67","332.70","328.53","100.98M","-0.31%"
"2018년 01월 08일","331.28","330.83","331.65","328.47","88.48M","0.70%"
"2018년 01월 05일","328.97","326.06","329.03","325.78","96.16M","1.35%"
"2018년 01월 04일","324.58","329.52","329.52","324.58","106.56M","-0.78%"
"2018년 01월 03일","327.13","327.13","328.37","326.56","109.85M","0.35%"
"2018년 01월 02일","326.00","325.73","326.45","324.30","70.74M","0.39%"
"2017년 12월 28일","324.74","320.63","324.74","320.34","68.94M","1.40%"
"2017년 12월 27일","320.25","318.18","320.25","316.90","74.28M","0.43%"
"2017년 12월 26일","318.89","322.14","323.43","318.89","87.52M","-0.72%"
"2017년 12월 22일","321.21","320.86","321.89","319.55","81.17M","0.47%"
"2017년 12월 21일","319.72","325.82","325.88","319.72","86.54M","-1.86%"
"2017년 12월 20일","325.79","326.20","327.51","325.55","66.25M","-0.30%"
"2017년 12월 19일","326.76","327.62","329.43","325.82","86.09M","0.05%"
"2017년 12월 18일","326.60","327.09","327.16","325.64","103.11M","0.11%"
"2017년 12월 15일","326.23","327.39","328.34","325.36","128.65M","0.46%"
"2017년 12월 14일","324.74","327.00","331.22","324.74","134.16M","-0.44%"
"2017년 12월 13일","326.18","324.14","326.58","323.13","90.54M","0.65%"
"2017년 12월 12일","324.07","325.15","325.26","323.27","91.13M","-0.31%"
"2017년 12월 11일","325.09","325.13","325.40","323.34","90.62M","0.13%"
"2017년 12월 08일","324.68","324.84","325.38","323.42","125.46M","0.34%"
"2017년 12월 07일","323.59","325.31","325.53","322.39","128.72M","-0.29%"
"2017년 12월 06일","324.52","329.48","329.51","324.52","129.65M","-1.54%"
"2017년 12월 05일","329.61","326.77","330.17","326.34","97.57M","0.26%"
"2017년 12월 04일","328.77","326.31","328.77","324.88","91.08M","1.23%"
"2017년 12월 01일","324.78","326.85","326.85","324.50","82.20M","-0.14%"
"2017년 11월 30일","325.25","328.45","329.55","324.82","121.25M","-1.64%"
"2017년 11월 29일","330.68","331.41","332.22","330.04","67.85M","-0.09%"
"2017년 11월 28일","330.99","330.19","331.58","328.51","93.03M","0.44%"
"2017년 11월 27일","329.53","335.24","335.61","329.47","91.21M","-1.76%"
"2017년 11월 24일","335.44","334.77","335.44","333.86","73.26M","0.28%"
"2017년 11월 23일","334.51","335.66","335.89","333.99","71.02M","-0.29%"
"2017년 11월 22일","335.49","335.93","337.05","334.62","114.42M","0.59%"
"2017년 11월 21일","333.51","333.78","334.92","332.70","123.28M","0.18%"
"2017년 11월 20일","332.92","334.43","335.18","332.26","76.77M","-0.38%"
"2017년 11월 17일","334.18","336.05","338.04","334.18","92.93M","-0.05%"
"2017년 11월 16일","334.36","332.75","334.92","331.84","82.13M","0.66%"
"2017년 11월 15일","332.17","333.39","333.60","331.36","112.56M","-0.43%"
"2017년 11월 14일","333.62","334.63","334.73","333.13","94.19M","-0.21%"
"2017년 11월 13일","334.33","336.63","337.34","333.73","91.51M","-0.49%"
"2017년 11월 10일","335.96","335.64","336.69","334.63","86.25M","-0.35%"
"2017년 11월 09일","337.14","338.55","338.59","334.99","108.97M","-0.20%"
"2017년 11월 08일","337.80","335.20","338.90","335.02","114.01M","0.31%"
"2017년 11월 07일","336.76","337.23","338.35","336.00","114.25M","-0.19%"
"2017년 11월 06일","337.40","338.66","339.01","334.53","77.98M","-0.42%"
"2017년 11월 03일","338.83","339.08","339.12","336.16","75.76M","0.39%"
"2017년 11월 02일","337.53","339.33","339.59","336.83","86.22M","-0.36%"
"2017년 11월 01일","338.76","335.67","338.76","335.60","93.84M","1.56%"
"2017년 10월 31일","333.57","330.05","334.40","329.66","97.63M","0.97%"
"2017년 10월 30일","330.38","331.72","331.72","329.62","90.39M","0.35%"
"2017년 10월 27일","329.23","327.50","329.75","326.62","90.50M","0.69%"
"2017년 10월 26일","326.99","328.63","329.65","326.99","99.45M","-0.70%"
"2017년 10월 25일","329.31","329.75","330.05","327.84","83.84M","0.11%"
"2017년 10월 24일","328.96","329.34","330.12","328.91","70.81M","-0.15%"
"2017년 10월 23일","329.45","330.24","330.55","328.50","75.01M","0.17%"
"2017년 10월 20일","328.89","327.08","328.89","327.02","99.62M","0.74%"
"2017년 10월 19일","326.47","328.67","329.34","326.04","90.04M","-0.59%"
"2017년 10월 18일","328.40","328.06","329.43","327.13","75.59M","-0.03%"
"2017년 10월 17일","328.51","328.69","329.21","327.84","76.86M","0.21%"
"2017년 10월 16일","327.82","328.57","329.42","326.99","85.19M","0.14%"
"2017년 10월 13일","327.35","327.70","328.44","326.65","100.70M","-0.23%"
"2017년 10월 12일","328.11","326.58","328.11","325.96","98.83M","0.61%"
"2017년 10월 11일","326.12","323.97","326.20","323.43","86.13M","1.13%"
"2017년 10월 10일","322.49","321.29","324.00","320.57","99.58M","1.97%"
"2017년 09월 29일","316.27","314.60","316.45","314.60","63.21M","0.77%"
"2017년 09월 28일","313.85","314.32","315.17","312.88","70.54M","0.01%"
"2017년 09월 27일","313.82","314.73","314.73","313.32","66.67M","-0.15%"
"2017년 09월 26일","314.29","314.96","315.68","313.68","85.81M","-0.67%"
"2017년 09월 25일","316.40","316.81","317.35","315.30","78.66M","-0.10%"
"2017년 09월 22일","316.71","318.06","319.15","315.47","91.11M","-0.48%"
"2017년 09월 21일","318.25","318.38","319.23","317.40","92.12M","-0.07%"
"2017년 09월 20일","318.48","319.10","320.40","317.19","93.16M","-0.01%"
"2017년 09월 19일","318.51","319.04","319.45","318.03","89.27M","-0.13%"
"2017년 09월 18일","318.93","314.31","318.93","314.17","77.35M","1.67%"
"2017년 09월 15일","313.69","311.19","313.69","310.82","92.79M","0.37%"
"2017년 09월 14일","312.52","310.82","312.52","309.75","132.26M","0.81%"
"2017년 09월 13일","310.00","311.16","312.24","309.76","86.74M","-0.14%"
"2017년 09월 12일","310.42","311.70","311.78","309.53","70.41M","0.19%"
"2017년 09월 11일","309.83","309.06","311.26","308.95","81.06M","0.78%"
"2017년 09월 08일","307.43","307.68","308.10","306.63","69.04M","0.15%"
"2017년 09월 07일","306.97","304.40","307.56","304.36","80.37M","1.25%"
"2017년 09월 06일","303.18","303.62","303.85","302.41","91.54M","-0.29%"
"2017년 09월 05일","304.06","305.64","305.66","303.06","75.19M","-0.04%"
"2017년 09월 04일","304.19","302.52","306.38","302.45","67.73M","-1.17%"
"2017년 09월 01일","307.78","308.85","309.43","306.82","75.66M","-0.16%"
"2017년 08월 31일","308.28","309.77","310.33","307.14","99.27M","-0.44%"
"2017년 08월 30일","309.65","309.08","309.65","308.45","59.53M","0.33%"
"2017년 08월 29일","308.64","307.46","308.64","304.24","65.55M","-0.29%"
"2017년 08월 28일","309.53","310.69","311.79","308.89","63.87M","-0.54%"
"2017년 08월 25일","311.21","311.56","312.16","310.24","73.86M","0.15%"
"2017년 08월 24일","310.73","310.14","311.73","309.72","72.20M","0.33%"
"2017년 08월 23일","309.71","311.02","311.52","308.85","62.66M","0.12%"
"2017년 08월 22일","309.34","308.66","309.93","308.50","63.19M","0.39%"
"2017년 08월 21일","308.14","309.09","309.09","307.56","62.87M","-0.08%"
"2017년 08월 18일","308.39","305.91","309.08","305.90","77.62M","-0.20%"
"2017년 08월 17일","309.02","307.85","309.58","307.16","99.26M","0.61%"
"2017년 08월 16일","307.16","308.27","308.66","306.59","89.40M","0.73%"
"2017년 08월 14일","304.93","304.99","305.84","303.75","68.09M","0.73%"
"2017년 08월 11일","302.72","303.37","304.96","301.32","96.75M","-1.83%"
"2017년 08월 10일","308.37","308.30","309.78","305.73","105.19M","-0.37%"
"2017년 08월 09일","309.52","311.20","312.34","309.18","73.81M","-1.24%"
"2017년 08월 08일","313.40","314.94","315.66","311.99","71.59M","-0.18%"
"2017년 08월 07일","313.96","314.34","315.75","313.24","68.36M","0.16%"
"2017년 08월 04일","313.46","312.80","314.14","311.89","79.35M","0.37%"
"2017년 08월 03일","312.29","316.95","317.02","310.22","112.32M","-1.70%"
"2017년 08월 02일","317.69","318.58","318.86","317.17","94.04M","0.21%"
"2017년 08월 01일","317.04","313.58","318.58","313.19","81.84M","0.78%"
"2017년 07월 31일","314.60","312.73","314.81","312.20","82.98M","0.15%"
"2017년 07월 28일","314.13","319.01","319.18","313.72","100.38M","-1.99%"
"2017년 07월 27일","320.51","320.63","321.46","319.51","75.49M","0.33%"
"2017년 07월 26일","319.46","320.86","320.90","318.68","96.65M","-0.22%"
"2017년 07월 25일","320.15","321.70","322.16","319.72","82.69M","-0.58%"
"2017년 07월 24일","322.01","321.74","322.01","320.82","71.71M","0.07%"
"2017년 07월 21일","321.79","320.17","322.01","320.00","81.10M","0.37%"
"2017년 07월 20일","320.61","319.68","320.99","318.67","81.10M","0.53%"
"2017년 07월 19일","318.91","319.15","319.15","317.52","77.08M","0.08%"
"2017년 07월 18일","318.65","318.38","318.66","317.59","80.89M","0.04%"
"2017년 07월 17일","318.52","319.22","319.45","317.86","74.54M","0.37%"
"2017년 07월 14일","317.35","317.70","318.29","316.81","103.19M","0.32%"
"2017년 07월 13일","316.35","315.46","318.40","315.03","94.92M","0.88%"
"2017년 07월 12일","313.58","313.50","314.30","313.21","89.12M","-0.00%"
"2017년 07월 11일","313.59","312.04","313.70","311.50","85.93M","0.68%"
"2017년 07월 10일","311.46","311.65","312.41","310.72","78.67M","0.26%"
"2017년 07월 07일","310.66","310.17","311.45","309.62","87.67M","-0.39%"
"2017년 07월 06일","311.88","312.17","312.50","310.76","73.59M","0.04%"
"2017년 07월 05일","311.77","309.87","312.10","309.64","68.31M","0.42%"
"2017년 07월 04일","310.46","312.42","312.82","309.78","89.18M","-0.62%"
"2017년 07월 03일","312.39","312.50","312.93","310.85","71.75M","0.20%"
"2017년 06월 30일","311.76","310.61","311.76","310.17","73.22M","-0.26%"
"2017년 06월 29일","312.56","312.86","313.79","312.26","103.11M","0.55%"
"2017년 06월 28일","310.84","310.71","312.03","310.47","94.92M","-0.41%"
"2017년 06월 27일","312.12","311.72","312.95","311.05","131.75M","0.07%"
"2017년 06월 26일","311.89","310.53","312.22","310.13","71.90M","0.53%"
"2017년 06월 23일","310.26","309.36","310.58","308.96","81.46M","0.26%"
"2017년 06월 22일","309.47","308.60","309.47","307.28","88.48M","0.63%"
"2017년 06월 21일","307.52","307.61","308.00","306.13","100.93M","-0.58%"
"2017년 06월 20일","309.31","310.55","310.63","308.72","122.39M","0.23%"
"2017년 06월 19일","308.61","307.14","309.29","306.19","87.80M","0.59%"
"2017년 06월 16일","306.79","306.97","307.40","305.82","87.84M","0.03%"
"2017년 06월 15일","306.69","308.02","308.83","305.04","95.41M","-0.41%"
"2017년 06월 14일","307.95","309.53","310.05","307.03","113.45M","-0.02%"
"2017년 06월 13일","308.02","306.25","308.29","306.25","94.39M","0.58%"
"2017년 06월 12일","306.24","307.74","308.31","305.59","95.85M","-1.01%"
